route_id,stop_id,stop_name,stop_lat,stop_lon
139,1197,Bdo Office,28.79315,77.139833
139,1198,Alipur Village GT Road,28.796783,77.139433
139,765,Pwd Office,28.8022,77.1386
139,766,Bakauli Village,28.811931,77.135652
139,22538,NIT GT Road,28.81634633,77.13438077
139,767,Khampur Village,28.824805,77.13183
139,768,Tikri Khurd Crossing,28.835211,77.12846
139,769,Tikri Khurd,28.835878,77.1238
141,2112,OKHLA DEPOT,28.5187038,77.2851174
141,2113,Central Workshop II,28.516367,77.2836
141,946,ESI Hospital,28.5143,77.281333
141,476,Tehkhand Depot DTC,28.510917,77.281167
141,2475,Tuglaqabad MB Road,28.505533,77.276483
141,2476,Kaya Maya Hospital,28.507933,77.26915
141,2477,Tughalqabad Village,28.509067,77.265117
141,2478,Air Force Station,28.5114,77.256483
141,2479,Air Force Station,28.511533,77.254417
141,1529,Hamdard Nagar / Sangam Vihar,28.511838,77.249778
202,146,Najafgarh Terminal,28.614614,76.978024
202,2032,Jharoda Crossing,28.614227,76.980845
202,149,Health Centre,28.61415,76.985217
202,488,NajafGarh Delhi Gate,28.611746,76.985721
202,489,Chawla Stand Najafgarh,28.607056,76.986005
202,490,BDO Office,28.600879,76.988758
202,491,Durga Vihar,28.59664,76.99046
202,492,Deenpur Village,28.594055,76.991774
202,493,Goela Dairy Crossing,28.591726,76.992969
202,1166,Jhatikara Crossing,28.584508,76.995742
202,1167,Rewla Taj Pur More,28.577927,76.996696
202,1168,Chhawla School,28.565889,77.000619
202,1246,Chhawla Village,28.561283,77.002168
202,1247,Sumesh Vihar,28.557759,77.004508
202,1248,BSF Camp Chhawla,28.554147,77.006475
202,1249,BSF Campus Chhawla,28.547741,77.00935
202,1250,Toll Tax Post,28.543378,77.012818
202,1251,Bamnoli Power Station,28.54218,77.017987
202,1252,Bamnoli Crossing,28.53919,77.030335
202,1253,Bijwasan Railway Station,28.535596,77.04381
202,1255,Shri Golok Dham Bijwasan School,28.533823,77.059292
202,1257,Kapashera Village Bijwasan Road,28.527671,77.076297
202,589,Kapashera Crossing,28.531234,77.088154
202,590,Samalkha Village,28.534492,77.090371
202,1259,Samalkha Crossing,28.537955,77.093708
202,1260,Uppal Hotel,28.537233,77.102493
202,1261,Shiv Murti (NH-8),28.535299,77.10847
202,1262,Rang Puri (NH-8 Circle),28.543865,77.117712
202,2101,Mahipal Pur (NH-8),28.5480236,77.1251508
202,1263,Mahipal Pur (NH-8),28.548041,77.125184
202,1264,Shankar Vihar NH-8,28.566684,77.133985
202,1265,APS Colony/ Jharera Gaon,28.579967,77.144817
202,1266,Air Force HQ / Subroto Park,28.584133,77.146033
202,1268,RR Hospital,28.590067,77.155817
202,191,Dhaula Kuan,28.592987,77.162865
202,1549,Officer Enclave S.P Marg,28.597241,77.171473
202,1550,Bapu Dham,28.599196,77.175168
202,1551,Railway Colony (Sardar Patel Marg),28.600686,77.177964
202,1552,Bhartiya Sadhu Samaj,28.603864,77.184052
202,1553,Palika Kutumb,28.60751,77.188687
202,1554,11 Murti,28.611132,77.190671
202,1555,Talkatora Stadium,28.621202,77.193727
202,1670,Dr. RML Hospital,28.6226,77.1966
202,1284,Talkatora Road,28.623281,77.201586
202,1285,Gurudwara Rakab Gunj,28.621164,77.20521
202,1286,Kendriya Terminal (Pt. Pant Marg),28.621545,77.206233
202,1287,NDPO,28.62548,77.2065
202,1556,Gurudwara Bangla Sahib,28.625396,77.209524
202,1557,YMCA / Palika Kendra,28.626382,77.212661
202,1558,Palika Kendra,28.628746,77.216568
202,1033,Shivaji Park,28.638674,77.223986
202,1034,Vivekanand Marg / Minto Road,28.64145,77.226006
202,1035,PS Kamla Market,28.643042,77.226021
202,22539,Kamla Market / Ajmeri Gate,28.643992,77.224068
213,146,Najafgarh Terminal,28.614614,76.978024
213,147,Jharoda Crossing/Nazafgarh Terminal,28.613617,76.979717
213,149,Health Centre,28.61415,76.985217
213,488,NajafGarh Delhi Gate,28.611746,76.985721
213,914,Police Station Najafgarh,28.609477,76.983288
213,915,Dhansa Stand,28.61149114,76.97790955
213,916,Khera More,28.610938,76.97401
213,2844,Prem Nursary,28.61016589,76.97130124
213,918,Nanak Piyau,28.60917792,76.96715712
213,919,Indra Service Station,28.60854181,76.95877826
213,921,Mitraon Village,28.60806819,76.94732433
213,71,Mitraon School,28.607199,76.939964
213,72,Surehra Crossing,28.60425122,76.93243765
213,2996,Rawta Crossing (Dhansa Road),28.59996,76.914581
213,74,Jaffarpur Kalan RTRM Hospital,28.5948401,76.91534756
213,368,Samaspur Khalsa,28.57907893,76.91009645
213,2997,Ujwa School,28.5733842,76.9083067
213,365,Ujwa Gaon,28.56833846,76.90652303
213,1390,Dariyapur Village / Malikpur Crossing,28.552433,76.907767
213,1391,Jhul-Jhuli Check Post / Ghumanhera Crossing,28.535481,76.909753
213,3951,Jhuljhuli Xing,28.532,76.9073
213,3952,JhulJhuli Village,28.534786,76.904192
213,3953,Sarang Pur Village,28.542685,76.888888
18,246,GTK Depot,28.731183,77.158617
18,248,Mukraba Chowk / Sanjay Gandhi Transport Nagar,28.738473,77.154112
18,249,Libas Pur GT Road,28.752467,77.149383
18,250,Swaroop Nagar GT Road,28.75805,77.14765
18,251,Gurudwara Siraspur GT Road,28.76486,77.145315
18,1194,Nangli Puna,28.7729,77.14305
18,1195,Jain Mandir,28.777717,77.142033
18,1196,Budhpur GT Road,28.78185,77.141117
18,1197,Bdo Office,28.79315,77.139833
18,1198,Alipur Village GT Road,28.796783,77.139433
18,765,Pwd Office,28.8022,77.1386
18,766,Bakauli Village,28.811931,77.135652
18,767,Khampur Village,28.824805,77.13183
18,574,Tikri Khurd Crossing / AMPC,28.836177,77.12839
18,1586,Singhola Crossing,28.840692,77.127563
18,1587,Singhola Village GT Road,28.844749,77.126832
18,2864,Singhu Village,28.852475,77.130634
18,2865,Singhu School (T),28.862175,77.138266
49,4377,Ramdev Chowk Narela Terminal,28.85962719,77.09418355
49,2857,Narela A-6 / CPJ College,28.86145,77.0956
49,5,State Bank Of Allahbad,28.854724,77.097933
49,6,Sec A-9 Narela,28.851769,77.097906
49,8,Narela Pocket 13 / A-6,28.848993,77.098485
49,9,Raja Harish Chandra Hospital,28.840804,77.10202
49,3538,B-2 Narela E Block,28.841813,77.113487
49,3539,Singhola Village,28.841843,77.121666
49,3248,Singhola Crossing,28.841243,77.127808
49,575,Tikri Khurd Crossing / AMPC,28.835604,77.128935
49,576,Khampur Village,28.824476,77.132311
49,3249,Bakauli Village,28.811949,77.136329
49,3158,Shani Mandir / Palla Crossing,28.803971,77.143083
49,579,Pwd Office,28.8012,77.138967
49,580,Alipur Village GT Road,28.796617,77.1396
49,934,Mcd Store,28.793717,77.142333
49,581,Jind Pur Crossing,28.793233,77.14415
49,582,Sai Mandir,28.78865,77.141467
49,583,Budhpur GT Road,28.782107,77.141601
49,584,Jain Mandir,28.77715,77.142633
49,585,Nangli Poona (GT Road),28.774167,77.143267
49,586,Gurudwara Siraspur GT Road,28.764956,77.146126
49,23,Swaroop Nagar GT Road,28.758318,77.148305
49,24,Libas Pur GT Road,28.75027,77.15075
49,25,Sanjay Gandhi Transport Nagar,28.7402,77.154
49,27,GTK Depot,28.731117,77.158967
49,28,Jahangirpuri GT Road (Metro Station),28.7257,77.163
49,29,Mahindra Park,28.721715,77.166162
49,30,Sarai Pipal Thala,28.7206,77.1671
49,31,Adarsh Nagar Metro Station,28.717467,77.169917
49,32,New Sabzi Mandi,28.714415,77.172422
49,951,Azadpur Terminal,28.707667,77.180271
49,952,Model Town III,28.706127,77.185301
49,953,Model Town II,28.704282,77.190629
49,954,Alpana Cinema (Model Town Mtr Stn),28.703017,77.193837
49,955,New Police Line,28.699589,77.202973
49,293,GTB Nagar,28.698294,77.206554
49,195,INS Hostel,28.696197,77.21214
49,196,Vishwa Vidyalaya Metro Station,28.695022,77.215318
49,197,Mall Road,28.69382,77.218624
49,294,Khyber Pass,28.690202,77.221419
49,295,Vidhan Sabha Metro Station,28.687634,77.221672
49,296,Old Secretariat (Postal Account Office),28.683891,77.222282
49,297,IP College,28.679703,77.223955
49,956,Exchange Store / Civil Lines Metro Station,28.676617,77.225033
49,299,Ludlow Castle,28.672405,77.226008
49,300,ISBT Nityanand Marg,28.668479,77.226269
49,22522,Mori Gate Terminal,28.665824,77.222057
55,2371,ARSD College / Dhaula Kuan,28.590589,77.168498
55,1051,Satya Niketan,28.588732,77.170023
55,1052,Gurudwara Moti Bagh,28.5851033,77.1724418
55,1053,South Moti Bagh (Ring Road),28.581943,77.174262
55,1054,South Moti Bagh,28.577432,77.173731
55,2373,Shanti Niketan / RK Puram Sec 9,28.57478249,77.16876999
55,3056,Shanti Niketan,28.572969,77.163914
55,1221,Swami Malai Mandir,28.568464,77.164829
55,1222,R K Puram Sec-5,28.563043,77.168215
55,1223,R K Puram Sec-5,28.560598,77.170161
55,1224,Vasant Vihar Depot,28.558899,77.171968
55,1063,Munirka Family Planning,28.556991,77.174527
55,1064,Munirka DDA Flats,28.555501,77.17666
55,1065,ISTM,28.552791,77.18088
55,1066,IIT Hostel,28.550003,77.185541
55,1067,Jia Sarai,28.548571,77.1891
55,1068,IIT Gate,28.545957,77.196984
55,1016,IIT Gate (Aurobindo Marg),28.54585,77.201967
55,1017,Padmani Enclave,28.5492,77.2034
55,1018,Hauz Khas,28.553,77.2049
55,1019,Green Park,28.558583,77.206733
55,1020,Yusuf Sarai,28.5626,77.2074
55,1021,Safdurjung Hospital / AIIMS,28.56725,77.207733
55,1405,AIIMS Ring Road,28.569185,77.21269
55,1406,South Extension,28.569014,77.216908
55,1407,South Extension,28.568824,77.220684
55,456,Andrews Ganj,28.565987,77.230567
55,457,Gupta Market,28.565133,77.239733
55,2467,Lajpat Nagar (Ring Road),28.565482,77.245621
55,459,Lajpat Nagar Ring Road,28.565781,77.249098
55,1090,Nehru Nagar,28.569103,77.253865
55,1791,Ashram Chowk,28.570423,77.259919
55,1792,Mata Mandir New Friends Colony,28.566306,77.263032
55,1793,Bharat Nagar,28.566738,77.269676
55,1794,Bharat Nagar Crossing,28.5622,77.2723
55,1795,Holy Family Hospital,28.561083,77.275417
55,1796,Jamiya Millia College,28.56115,77.280117
55,1797,Ansari Health Care,28.5614,77.2836
55,1798,Batla House,28.5647,77.288
55,1799,Okhla Village,28.563283,77.291386
55,1800,Nai Basti,28.5616,77.2945
55,1801,Unani Hospital / Okhla Ext Thokar 3,28.55898,77.296216
55,2590,Shaheen Bagh Thokar No 5,28.552517,77.29995
55,2591,Shaheen Bagh Thokar No 8 (A F Enclave ),28.54925,77.303983
55,2592,Okhla Extension (Abul Fazl Encalve),28.54651,77.307126
134,22539,Kamla Market / Ajmeri Gate,28.643992,77.224068
134,1641,Dispensary Paharganj,28.6449,77.2135
134,1645,Faiz Road,28.648267,77.199017
134,521,Pusa Road Petrol Pump Sadhu Vaswani Marg,28.644583,77.192833
134,3216,Janki Devi College,28.641581,77.190017
134,3217,Sir Ganga Ram Hospital,28.63894,77.18816
134,3218,New Rajinder Nagar Post Office,28.636825,77.182967
134,3219,Shankar Road,28.638883,77.179283
134,3220,Rajender Nagar,28.6407,77.176217
134,524,East Patel Nagar,28.64241106,77.17340918
134,525,South Patel Nagar (Metro Station),28.64539457,77.16841961
134,526,West Patel Nagar,28.647504,77.164974
134,527,Shadipur DTC Colony Metro Station,28.6513447,77.15850989
134,2993,Shadipur Colony,28.6517,77.1565
134,727,Pandav Nagar,28.650051,77.153678
134,2994,Naraina Depot,28.6487,77.1512
134,2995,Bentex,28.6442,77.1477
134,1462,Loha Mandi,28.6395,77.143933
134,1463,Payal Cinema,28.6309,77.1383
134,1464,Naraina Vihar / Indra Market,28.626762,77.135747
134,1465,Mayapuri Depot Crossing,28.636933,77.1289
134,1466,Government Press,28.634183,77.127517
134,2305,Metal Forging,28.6298,77.1233
134,2306,DDA Flats Hari Nagar,28.6308,77.1193
134,2307,Swarg Ashram,28.6308,77.1149
134,2308,Beriwala Bagh,28.631183,77.112167
134,2309,DDU Hospital,28.6282,77.111
134,2310,Hari Nagar Shaheed Pawan Sahni Chowk,28.624804,77.110518
134,3221,DA Block Hari Nagar,28.62491667,77.10705
134,3222,Hari Nagar Depot,28.624983,77.1022
134,2652,Virender Nagar/ Dilli Haat,28.623584,77.09761
134,2314,C2B Janak Puri,28.6212976,77.0889992
134,710,C4E Janakpuri,28.617217,77.088345
134,2654,C2D Janakpuri,28.614332,77.08708
134,4318,Dabri Crossing Dwarka Road,28.61196498,77.08609353
134,2635,New Dwarka Road Seetapuri,28.60907058,77.08079614
134,2636,Dwarka Puri,28.607483,77.078267
134,2637,Vijay Enclave (New Dwarka Road),28.6062,77.0755
134,2638,Mahaveer Enclave Part II  and  III,28.60397024,77.07198378
134,2639,SFS Flat Sec-2 Power House,28.600333,77.071483
134,2640,Dwarka Sec-1 Mahalaxmi Apartment,28.5964312,77.0722357
134,639,J M International School,28.595421,77.070134
134,640,Dwarka Sec 2-6,28.597335,77.064944
134,641,Madhu Vihar,28.599779,77.061168
134,642,Rajapuri,28.6038,77.0551
134,643,Matiyala Xing,28.605032,77.051737
134,644,DPS Matiyala,28.604518,77.046323
134,645,Dwarka Sec 3-4,28.602648,77.043175
134,646,Dwarka Sec 13-3 Xing,28.602551,77.040932
134,647,MRV School Sec 13 Dwarka,28.603988,77.038876
134,648,Dwarka Sec 13,28.605684,77.036274
134,649,NSIT (Netaji Subhas Institute) / Sulahkul Mandir,28.607416,77.035099
134,650,Suraj Vihar,28.610723,77.034031
134,3223,Dwarka More Metro Station (Terminal),28.617802,77.031875
30,2831,Lampur Border,28.856794,77.052383
30,4295,Varishth Nagrik Sewa Sadan Lampur,28.852751,77.061682
30,2832,Lampur Village,28.852483,77.065004
30,2833,Lampur School,28.851954,77.067445
30,2834,Sarvodaya Vidyalaya Bankner,28.851165,77.073496
30,1647,Bankner Village,28.850842,77.076805
30,1648,New Basti Bankner,28.851418,77.080363
30,1649,Bankner Crossing,28.850725,77.087612
30,0,Narela Terminal,28.851958,77.088107
30,1,Police Station Narela,28.853311,77.088548
30,2,Safiyabad Crossing,28.854965,77.089322
30,3,Ramdev Chowk / Pitori Johad,28.857713,77.092846
30,2857,Narela A-6 / CPJ College,28.86145,77.0956
30,2858,Sec A 5 and 8 Narela Desu Colony,28.86457,77.09847
30,2859,Police Colony Narela,28.86136,77.10151
30,1234,Sec A 5 Crossing Narela,28.85772,77.10377
30,2860,Radha Swami Satsang Narela,28.85753,77.10594
30,2861,Gurudwara Nanak Nirankari Dera Sant Baba Resham Singh Ji,28.85747,77.10843
30,20024,Singhu Border Crossing,28.85722,77.12403
30,2863,Singhu Village Crossing,28.85455,77.12533
30,3247,Singhola Village GT Road,28.844598,77.127208
30,3248,Singhola Crossing,28.841243,77.127808
30,575,Tikri Khurd Crossing / AMPC,28.835604,77.128935
30,576,Khampur Village,28.824476,77.132311
30,3157,Bakauli Village (GT Road),28.810257,77.13728
30,3158,Shani Mandir / Palla Crossing,28.803971,77.143083
30,579,Pwd Office,28.8012,77.138967
30,580,Alipur Village GT Road,28.796617,77.1396
30,934,Mcd Store,28.793717,77.142333
30,581,Jind Pur Crossing,28.793233,77.14415
30,583,Budhpur GT Road,28.782107,77.141601
30,584,Jain Mandir,28.77715,77.142633
30,585,Nangli Poona (GT Road),28.774167,77.143267
30,586,Gurudwara Siraspur GT Road,28.764956,77.146126
30,23,Swaroop Nagar GT Road,28.758318,77.148305
30,24,Libas Pur GT Road,28.75027,77.15075
30,25,Sanjay Gandhi Transport Nagar,28.7402,77.154
30,27,GTK Depot,28.731117,77.158967
30,28,Jahangirpuri GT Road (Metro Station),28.7257,77.163
30,29,Mahindra Park,28.721715,77.166162
30,30,Sarai Pipal Thala,28.7206,77.1671
30,31,Adarsh Nagar Metro Station,28.717467,77.169917
30,32,New Sabzi Mandi,28.714415,77.172422
30,951,Azadpur Terminal,28.707667,77.180271
30,952,Model Town III,28.706127,77.185301
30,953,Model Town II,28.704282,77.190629
30,954,Alpana Cinema (Model Town Mtr Stn),28.703017,77.193837
30,3861,Nanak Piyau / DTC Colony,28.69105,77.19278333
30,39,Rana Pratap Bagh,28.68826667,77.1937
30,40,Gur Mandi,28.6848,77.1963
30,41,Roop Nagar / Shakti Nagar (GT Road),28.682832,77.197614
30,42,Clock Tower,28.677617,77.201567
30,43,Roshnara Bagh,28.6733,77.2018
30,44,Roshnara Road,28.669249,77.20455
30,107,Ice Factory (Nityanand Marg),28.6676101,77.210806
30,46,St Stephen Hospital,28.667356,77.215047
30,47,Tees Hazari Court,28.666864,77.218926
30,22522,Mori Gate Terminal,28.665824,77.222057
30,1951,Novelty Cinema,28.6614,77.2211
30,1585,Old Delhi Railway Station,28.66030866,77.22830103
